POI_INDEX,ENG_NAME,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
172,KongMengSanPhorKarkSeeTemple,34,172,4.5,"88BrightHillRoad,Singapore574117,Singapore",8:00-16:00,2020-02-12 10:00:47.915206
173,RainForestLumina,33,173,4.4,RainforestLuminaatSingaporeZoo，80MandaiLakeRoad，Singapore729826,19:30-24:00（最晚入园时间10:30）,2020-02-12 10:00:58.831733
174,BedokReservoirPark,26,174,4.4,"760BedokReservoirRd,新加坡479245",全天开放,2020-02-12 10:01:10.266072
175,LianShanShuangLinTemple,24,175,4.7,"184EJalanToaPayoh,Singapore319941,Singapore",8:00-17:00,2020-02-12 10:01:21.727381
176,HajjahFatimahMosque,33,176,4.2,"4001BeachRoadHajjahFatimahMosque,Singapore199584,Singapore",9:00-21:00,2020-02-12 10:01:32.926805
177,Zouk,16,177,4.3,"3CRiverValleyRoad,TheCannery,新加坡179022",周三22:00-次日3:00，周五22:00-次日5:00，周六和节假日前夕22:00-次日4:00。,2020-02-12 10:01:44.382150
178,not available,41,178,4.7,21 Jurong Town Hall Road， Singapore 609433,"1）场次1：9:30-13:30（最后入园12:45）
						 2）场次2-：14:00-18:00（最后入场17:15）		",2020-02-12 10:01:58.738886
179,WaterWorld,19,179,4.7,"新加坡环球影城失落的世界区，8SentosaGateway,SentosaIsland,Singapore",10:30-17:00,2020-02-12 10:02:14.457033
180,JurongEcoGarden,23,180,4.6,"1CleantechLoopCleantechOne,Singapore637141,Singapore",暂无,2020-02-12 10:02:25.312387
181,not available,20,181,4.5,"2 Conservatory Drive | National University of Singapore, Singapore 117377, Singapore",周二至周日：每天10:00 AM - 7:00 PM (最后入馆时间为5:30 PM)，新加坡法定节假日正常开放； 周一闭馆 (新加坡法定节假日除外) 馆内定期设有免费导览团：周四至周日1:00 PM (节假日除外)，先到先得，直接前往柜台报名登记即,2020-02-12 10:02:35.849758
182,not available,34,182,4.7,"1 Sentosa, Singapore 099081, Singapore",全年  10:00-18:00。,2020-02-12 10:02:47.086237
183,TanahMerahFerryTerminal,18,183,4.4,"50TanahMerahFerryRoad#01-21,Singapore498833,Singapore",,2020-02-12 10:02:59.375683
184,LakeofDreams,25,184,4.5,"SentosaIsland,Singapore",10:00-20:00,2020-02-12 10:03:11.100876
185,not available,15,185,4.5,"21 Jurong Town Hall Road, Singapore 609433, Singapore",10:00-18:00（周一-周日），2小时门票最后入场时间为14:00；1小时门票最后入场时间为15:00。,2020-02-12 10:03:20.546392
186,GardenRhapsody,21,186,4.8,gardenbythebay,每日19:45、20:45各一场；高峰时间为每天19:00-21:00。,2020-02-12 10:03:33.082461
187,not available,6,187,4.8,Inside Starlight Changi Mall in Singapore Changi Airport,全年营业10:00-22:00,2020-02-12 10:03:47.336286
188,SingaporeIndoorStadium,11,188,4.5,"2StadiumWalk,Singapore397691,Singapore",9:00-18:00,2020-02-12 10:03:59.154790
189,not available,11,189,4.6,"30 Siloso Beach Walk, Sentosa Island, 099011 Singapore","周一至周四: 1pm - 7pm 
, 周五: 1pm-8pm 周六周日及公众假期 : 12pm-8pm
 平安夜和公众假期园区正常开放 园区内的餐饮服务每天11am开放 景区有可能会因为临时的活动或节日延长运营时间 景区会因为临时情况调整运营时间并不做提前通知，请您以当天实际运营时间为准。",2020-02-12 10:04:10.722318
190,MarinaBarrage,57,190,4.5,"8MarinaGardensDr,Singapore018951",,2020-02-12 10:04:23.538120
191,NationalDesignCentre,17,191,4.5,"111MiddleRoad,Singapore,Singapore",星期日 - 星期六 上午9点00分 - 下午9点00分,2020-02-12 10:04:36.202150
192,not available,6,192,4.8,"5 Campbell Lane, Singapore 209924",周二-周四：10:00-19:00，周五-周六：10:00-20:00，周日及公众假期：10:00-16:00，周一闭馆（如果公众假期在周一，当天也照旧闭馆，除非有另外的通知）,2020-02-12 10:04:47.433991
193,Padang,36,193,4.6,"BetweenSt.AndrewRoadandConnaughtDrive,Singapore179682,Singapore",,2020-02-12 10:04:58.398218
194,Woodlands,10,194,3.8,"30WoodlandsAvenue2,Singapore738343",全天开放,2020-02-12 10:05:10.789747
195,LabradorNatureReserve,20,195,4.6,"AlongLabradorVillaRoadoffPasirPanjangRoad,Singapore119187,Singapore",,2020-02-12 10:05:23.192413
196,ChurchoftheSacredHeart,19,196,4.6,"111TankRoad,Singapore238069,Singapore",9:00-17:00,2020-02-12 10:05:40.164811
197,SistersIslands,9,197,4.7,"Sisters'Island,Singapore000703",全天开放,2020-02-12 10:05:51.997411
198,Cenotaph,26,198,4.3,"EsplanadePark,Singapore,Singapore",,2020-02-12 10:06:03.719648
199,OurLadyofLourdesChurch,16,199,4.5,"50OphirRoad,Singapore,Singapore",外观全天开放，内部参观时间请参考官网。,2020-02-12 10:06:20.773627
200,JohoreBattery,25,200,3.9,CosfordRoadSingapore,每日9:00-17:00,2020-02-12 10:06:33.207223
201,,6,201,4.5,乌敏岛,,2020-02-12 10:06:44.531669
202,DigitalLightCanvas,2,202,5,10BayfrontAvenueSingapore018956,周日-周四：11:3-21:00，周五、周六及公共假日前夕：11:00-22:00。,2020-02-12 10:06:56.493294
203,LowerSeletarReservoirPark,14,203,4.5,"YishunAvenue1,Singapore,Singapore",,2020-02-12 10:07:08.740898
204,ArabStreet,4,204,4.3,"ArabStreet,KampongGlam,Singapore,Singapore",,2020-02-12 10:07:19.935880
205,SampanRides,2,205,5,新加坡滨海湾金沙购物商城运河层B2,周日至周四：上午 11:30 至晚上 9:00 周五、周六及公共节假日前夕：上午 11:00 - 晚上 10:00。,2020-02-12 10:07:31.141794
206,not available,2,206,4.5,"38C Belvedere Close, Singapore 159883",8:00-19:00,2020-02-12 10:07:42.186868
207,not available,23,207,4.5,"1 Raffles Place, Singapore 048616","1）1-Altitude摩天酒吧观景台：8:30-17:30（周一-周日）（游玩时长为30分钟，每位客人只能逗留最多30分钟）
								 2）Funvee双层巴士：9:00-17:00（周一-周日） 3）南洋咖啡或茶：11:00-18:00（周一-周日）",2020-02-12 10:07:51.760594
208,SingaporeHongSanSee,10,208,4.4,"31MohamedSultanRoad,Singapore238975,Singapore",8:00-18:00,2020-02-12 10:08:10.159693
209,SingaporeSportsHub,4,209,5,"2StadiumWalk,Singapore",,2020-02-12 10:08:25.858785
210,not available,18,210,4.6,"26 Sentosa Gateway, #01-38/39, Singapore 098138",10:00 AM - 8:00 PM（最后入场时间为7:00 PM）。,2020-02-12 10:08:36.248342
211,KliveSentosa,38,211,4.5,"26SentosaGateway,#01-37/38/39,Singapore09813",剧场于2017年10月2日起停止营业，重新开放时间待定。,2020-02-12 10:08:46.760993
212,,10,212,4.7,集合地点：牛车水附近的尼路（NeilRoad）,,2020-02-12 10:09:02.628524
213,Airzone,3,213,4.3,"CitySquareMall,180KitchenerRd，Singapore208539",11:00-21:30 上午10点45分开放售票，上午11点开放入场，最后入场时间是晚上21点~,2020-02-12 10:09:16.127682
214,TempleStreet,15,214,4.4,"TempleStreet|Chinatown,Singapore,Singapore",暂无,2020-02-12 10:09:29.579920
215,not available,15,215,4.3,"Singapore Flyer,30 Raffles Ave #02-06 S/G, Singapore 039803",	营业时间：10：00-21:30（周三时间12:00-21:30）-须提前预约时间,2020-02-12 10:09:40.651126
216,,15,216,4.7,"187964,新加坡滑铁卢街178",每天上午7.00至下午6.00,2020-02-12 10:09:52.754721
217,ArtSpaceMuseum,23,217,4.6,"MarinaBaySands,Singapore,Singapore",星期日 - 星期六 上午11点00分 - 下午7点00分,2020-02-12 10:10:05.492929
218,SupremeCourt,25,218,4.4,"1St.Andrew'sRoadNationalGallerySingapore,Singapore178957,Singapore",,2020-02-12 10:10:18.387849
219,ElginBridge,1,219,5,"Singapore,Singapore",暂无,2020-02-12 10:10:29.845054
220,SasanaransiBuddhistTemple,25,220,4.3,"14TaiGinRd,Singapore,Singapore",6:30-21:00,2020-02-12 10:10:40.728882
221,not available,3,221,5,"2 Cox Terrace, Fort Canning Park, Singapore 179622",9:30-17:00,2020-02-12 10:10:54.694476
222,EmpressPlaceBuilding,28,222,4.3,"1EmpressPlace,Singapore179555,Singapore",,2020-02-12 10:11:05.641312
223,SriVeeramakaliammanTemple,10,223,5,"141SerangoonRoad,Singapore218042,Singapore","周日 - 周六上午5:00 - 下午9:00days: 周日 - 周六, times: 上午5:00 - 下午9:00,",2020-02-12 10:11:16.348548
224,TelokAyerStreet,13,224,4.8,"Singapore,Singapore",,2020-02-12 10:11:27.246659
225,ChurchofSaintsPeterandPaul,16,225,4.3,"225AQueenStreetChurchofStPeterAndStPaul,Singapore188551,Singapore",9:00-17:00,2020-02-12 10:11:38.340729
226,not available,11,226,3.3,"1 Pasir Ris Close,Singapore (519599)","高峰 –》取票时间10:00~17:00， 入园时间 10:00~18:00 非高峰 –》取票时间12:00~17:00， 入园时间  12:00~18:00
",2020-02-12 10:11:52.454163
227,OmniTheatrebyScienceCentreSingapore,17,227,4.6,"15ScienceCentreRoad,Singapore609081,Singapore",星期日 - 星期六 上午10点00分 - 下午6点00分,2020-02-12 10:12:02.496454
228,DalhousieObelisk,17,228,4.4,"1EmpressPlaceEmpressPlaceBuilding,Singapore179555,Singapore",,2020-02-12 10:12:15.008796
229,,19,229,4.8,3TemasekBoulevard#01-330SuntecShoppingMall038983,10:00-18:00，游览约60分钟。,2020-02-12 10:12:32.943510
230,BounceSingapore,2,230,5,"CathayCineleisureOrchard,8GrangeRoad,#09-01,Singapore239695",周一-周四：10:00-22:00，周五：10:00-23:00，周六：9:00-23:00，周日：9:00-22:00。公众假日休息。 儿童跳跃者:星期一至五: 10:00am-4:00pm;星期六及日: 9:00am-12:00pm;*公众假日: 休息,2020-02-12 10:12:45.036503
231,BollywoodVeggies,7,231,4.3,"100NeoTiewRoad,Singapore719026,Singapore",周三-周五:上午9:30-下午6:30;周六-周日:上午8:00-下午6:30;,2020-02-12 10:12:59.539100
232,,5,232,5,"327874,新加坡TaiGin路12(中山广场)",周二到周天早上10点至晚5点（周一闭馆）,2020-02-12 10:13:15.879116
233,SingaporeMusicalBoxMuseum,6,233,4.5,"168TelokAyerStreet,Singapore068619,Singapore",暂无,2020-02-12 10:13:28.328241
234,,7,234,4.7,新加坡,,2020-02-12 10:13:40.884496
235,OCBCAquaticCentre,16,235,4.3,"7StadiumDrive|SingaporeSportsHub,Singapore397632,Singapore",暂无,2020-02-12 10:13:52.800864
236,UOBPlaza,22,236,4.6,"80RafflesPlaceUobPlaza,Singapore048624,Singapore",,2020-02-12 10:14:05.151154
237,SriKrishnanTemple,20,237,4.3,"152WaterlooSt,Singapore187961,Singapore",,2020-02-12 10:14:16.863511
238,EsplanadePark,24,238,4.9,"18MarinaGardensDr,Singapore018953",,2020-02-12 10:14:27.823703
239,TheCathayGallery,14,239,4.4,"2HandyRoadTheCathay,Singapore229233,Singapore",暂无,2020-02-12 10:14:39.969983
240,,3,240,4.3,"9RafflesBoulevard,Singapore039596",,2020-02-12 10:14:53.072381
241,SingaporeXDTheatre,18,241,4.4,"SingaporeFlyer,30RafflesAvenue.#02-09Singapore039803",9:00-23:00,2020-02-12 10:15:04.411839
242,PoliceHeritageCentre,13,242,4.4,"28IrrawaddyRoad,Singapore329560,Singapore",星期二 - 星期五 上午10点00分 - 下午5点30分 星期六 上午10点00分 - 下午1点00分,2020-02-12 10:15:16.508513
243,YuehHaiChingTemple,19,243,4.2,"30BPhillipStreetWanHaiChengBioTemple,Singapore048696,Singapore",,2020-02-12 10:15:28.896782
244,MegaBounceCrazyBounce,15,244,4.5,"ResortsWorldSentosa,nearCraneDanceandUniversalStudio’sGlobe(MB5)",每天11:00am to 7:00pm（最后入场时间 6:45pm)，具体开放时间以景区现场为准。,2020-02-12 10:15:41.234227
245,MadagascarACrateAdventure,18,245,4.3,"新加坡环球影城马达加斯加区，8SentosaGateway,SentosaIsland,Singapore",,2020-02-12 10:15:54.046233
246,,1,246,5,"LazarusIsland,Singapore",,2020-02-12 10:16:05.062702
247,SembawangPark,34,247,4.3,"SembawangRd,Singapore,Singapore",,2020-02-12 10:16:17.284831
248,ArmyMuseumofSingapore,15,248,4.3,"520UpperJurongRd,Singapore638367,Singapore",,2020-02-12 10:16:28.145996
249,,1,249,5,"34PulauUbin,508287",,2020-02-12 10:16:38.844305
250,OperaGallery,15,250,4.7,"2OrchardTurnIonOrchard|#04-15IONOrchard,Singapore238801,Singapore",周一-周五:上午11:00-下午8:00;周六-周日:上午10:00-下午8:00;,2020-02-12 10:16:50.643298
251,IstanaWoodneuk,11,251,4.5,"|HollandRoadandTyersallRoad,Singapore,Singapore",,2020-02-12 10:17:18.928156
252,TourAboutSingapore,19,252,4.5,"新加坡,新加坡","周日上午9:00 - 下午5:00days: 周日, times: 上午9:00 - 下午5:00,days: 周一 - 周六, times: 上午9:00 - 下午6:00,",2020-02-12 10:17:29.770532
253,SengWongBeoTemple,21,253,4,"113PeckSeahSt,Singapore079332,Singapore",,2020-02-12 10:17:42.195797
254,Mosh,11,254,4.5,"31BeachView#03-01,PalawanKidzCity,Singapore098008",10:00-21:00（周一-周日）（周六、周日、公共假期期间，游玩时间将会被限制在2个小时之内）,2020-02-12 10:17:53.479085
255,ChineseHeritageMuseum,1,255,5,"#02-21,MilleniaWalk美年径,9RafflesBoulevard,039596",Mon-Sun:10:00-22:00,2020-02-12 10:18:05.288795
256,FukTakChiMuseum,18,256,4.6,"FarEastSquare|TelokAyerStreet,Singapore,Singapore",,2020-02-12 10:18:19.659702
257,PororoParkSingapore,12,257,4.3,"6RafflesBoulevard,MarinaSquare#02-29",周日-周四：10:30-20:00，周五、周六：10:30-21:00,2020-02-12 10:18:31.444468
258,NUSBabaHouse,17,258,4.4,"157NeilRoad,Singapore,Singapore",周一 - 周二 14:00 - 15:00 周二 18:30 - 19:30 周四 10:00 - 11:00 周六 11:00 - 12:00,2020-02-12 10:18:41.810404
259,SembawangHotSpring,17,259,4.2,"GambasAve,Singapore",7：00-19：00,2020-02-12 10:18:54.060231
260,PetainRoad,11,260,4.5,"LittleIndia,Singapore,Singapore",,2020-02-12 10:19:06.839581
261,JubileeBridge,3,261,5,"|MarinaBay,Singapore018978,Singapore",暂无,2020-02-12 10:19:18.091867
262,StJosephsChurch,15,262,4.6,"143VictoriaSt,Singapore188020,Singapore",,2020-02-12 10:19:40.839123
263,ChettiarTemple,15,263,4.3,"1TankRoadChettiarTemple,Singapore238058,Singapore",,2020-02-12 10:19:55.035634
264,FreeSingaporeTour,12,264,4.6,"新加坡,新加坡","周日 - 周六上午7:00 - 下午6:30days: 周日 - 周六, times: 上午7:00 - 下午6:30,",2020-02-12 10:20:06.360373
265,TheRinkatJCube,13,265,4.5,"2JurongEastCentral1Jcube|Level3,JCube,Singapore609731,Singapore",暂无,2020-02-12 10:20:18.749029
266,ChangiBeachBoardwalk,3,266,4.3,"7AGosportRoad|ChangiBeach,Singapore509710,Singapore",暂无,2020-02-12 10:20:34.192259
267,MiajaGallery,6,267,4.5,"190BukitTimahRoad,Singapore229857,Singapore",,2020-02-12 10:20:45.770918
268,TheOtherRoom,6,268,4.6,"320OrchardRoadSingaporeMarriottTangPlazaHotel,Singapore238865,Singapore",暂无,2020-02-12 10:20:57.769267
269,AlAbrarMosque,16,269,4.4,"192TelokAyerStreet,Singapore068635,Singapore",,2020-02-12 10:21:16.649171
270,GrandTheater,1,270,5,"10BayfrontAvenueMarinaBaySands|MarinaBaySands,Singapore018956,Singapore",暂无,2020-02-12 10:21:28.551342
271,FarEastOrganizationChildrensGarden,1,271,5,"18MarinaGardensDriveGardensBytheBay,Singapore018953,Singapore",暂无,2020-02-12 10:21:39.478633
272,NationalStadium,12,272,4.6,"2StadiumWalk,Singapore397718,Singapore",,2020-02-12 10:21:52.433746
273,PunggolWaterwayPark,2,273,0,"10SentulCrescentRoad,Singapore828851,Singapore",暂无,2020-02-12 10:22:03.676482
274,SengkangSwimmingComplex,0,274,,"57AnchorvaleRd,Singapore544964,Singapore",暂无,2020-02-12 10:22:15.000212
275,SunflowerGarden,1,275,5,"AirportBoulevard|Terminal2,Singapore,Singapore",暂无,2020-02-12 10:22:25.152842
276,JacobBallasChildrensGarden,15,276,4.6,"1ClunyRoad,Singapore259569,Singapore",,2020-02-12 10:22:36.340936
277,ChineseHeritageCentre,2,277,5,"12NanyangDive,NanyangTechnologicalUniversity,Singapore637721,Singapore",周一至周五上午 9:30至下午 5 点,2020-02-12 10:22:51.048805
278,SingaporeCricketClub,5,278,4.6,"ConnaughtDr,Singapore179681",,2020-02-12 10:23:03.583682
279,NationalHeritageBoard,2,279,5,"61StamfordRd,#03-08,Singapore178892",09:00 -17:30,2020-02-12 10:23:15.178524
280,DowntownEast,11,280,4.3,"1PasirRisCloseE!Hub@DowntownEast,Singapore519599,Singapore","周日 - 周六上午10:00 - 下午10:00days: 周日 - 周六, times: 上午10:00 - 下午10:00,",2020-02-12 10:23:27.380376
281,LimBoSengMemorial,13,281,4.4,"Esplanade,Singapore,Singapore",,2020-02-12 10:23:38.688945
282,LoyangTuaKong,7,282,4,"20LoyangWay,Singapore508774",,2020-02-12 10:23:51.200589
283,ChurchofTrueLight,16,283,4.2,"25GPerakRd,Singapore208142,Singapore",,2020-02-12 10:24:02.490041
284,ChurchoftheNativityoftheBlessedVirginMary,1,284,5,"1259UpperSerangoonRoad,Singapore534795,Singapore",暂无,2020-02-12 10:24:15.473298
285,TelokAyerMarket,10,285,4.4,"|BoundedbyMaxwellRoad,CecilStreetandTelokAyerStreet,Singapore,Singapore",,2020-02-12 10:24:26.148046
286,StandardCharteredMarathonSingapore,8,286,4.6,"MarinaBayBlvd|MarinaBay,Singapore,Singapore",暂无,2020-02-12 10:24:39.163359
287,ArtPluralGallery,8,287,4.6,"38ArmenianStreet,Singapore179942,Singapore",暂无,2020-02-12 10:24:51.143787
288,NagoreDurghaShrine,17,288,4.1,"140TelokAyerSt,Singapore,Singapore",,2020-02-12 10:25:02.783380
289,KretaAyerSquare,8,289,4.6,"TrengganuStreet,Singapore,Singapore",暂无,2020-02-12 10:25:14.532733
290,ParliamentofSingapore,2,290,4.5,"1ParliamentPlace|ParliamentHouse,Singapore178880,Singapore",,2020-02-12 10:25:25.746481
291,ConeyIslandPark,0,291,,"PunggolPromenadeNatureWalk|PunggolPointPark,BesidePunggolPromenadeNatureWalk,Singapore,Singapore",暂无,2020-02-12 10:25:38.179868
292,FishBigSplash,8,292,4.5,"902EastCoastParkwayAquaticComplex(BigSplash)|#01-30,BlockH,BigSplash,Singapore449874,Singapore",暂无,2020-02-12 10:25:50.747072
293,SriSrinivasaPerumalTemple,12,293,4.4,"397SerangoonRd,Singapore218123,Singapore",,2020-02-12 10:26:02.500547
294,,18,294,4.5,"80,SilosoRoad,Sentosa(SilosoPoint)",10:00-19:00(最后入场时间 18:30),2020-02-12 10:26:17.956607
295,LaichunYuenTheatre,7,295,4.6,"SmithStreet|Chinatown,Singapore,Singapore",暂无,2020-02-12 10:26:29.811973
296,MyLittleGiantKidsIndoorPlaypark,4,296,4.5,"BigBox,1VentureAvenueSingapore",11:00-22:00,2020-02-12 10:26:41.371260
297,SingaporePinacothèquedeParis,6,297,4.7,"5CoxTerraceFortCanningArtsCentre|FortCanningArtsCentre,Singapore179620,Singapore","周日 - 周六上午10:00 - 下午6:00days: 周日 - 周六, times: 上午10:00 - 下午6:00,",2020-02-12 10:26:53.981826
298,BedokJetty,9,298,4.3,"EastCoastParkServiceRoad,Singapore,Singapore",暂无,2020-02-12 10:27:05.895493
299,AnnSiangHillPark,8,299,4.5,"AnnSiangRoad,Singapore,Singapore",,2020-02-12 10:27:18.701457
300,OdeToArt,5,300,4.4,"252NorthBridgeRoadRafflesCityShoppingCentre|RafflesCityShoppingCentre,#01-36E/F,Singapore179103,Singapore","周日 - 周六上午11:00 - 下午9:00days: 周日 - 周六, times: 上午11:00 - 下午9:00,",2020-02-12 10:27:30.776256
301,TheCatCafe,14,301,3.9,"241BVictoriaStreet,Singapore188030,Singapore",周日:上午10:00-下午10:00;周一:下午3:00-下午10:00;周二-周四:上午10:00-下午10:00;周五-周六:上午10:00-下午11:00;,2020-02-12 10:27:43.072653
