POI_INDEX,ENG_NAME,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
769,SultanKebab,0,769,,"#01-15,PeaceCentre,1SophiaRoad(ScottsRoad/Newton)",Daily: 11am - 9pm,2020-02-12 12:15:29.111788
770,LittleTreatsShop,0,770,,"#01-234,178ToaPayohCentral(ToaPayoh)",Mon to Sun: 11.00am - 09.30pm,2020-02-12 12:15:45.793601
771,SeafoodHayat,0,771,,22TanjongPagarRoad(Cantonment/TanjongPagar/Chinatown),24 Hrs,2020-02-12 12:15:57.439359
772,TrattoriaMilano,0,772,,"BambooGrovePark,3ChuLinRoad(Hillview)","Closed on Mon, Tue to Sun: 12.00pm - 2.30pm and 6.00pm - 10.30pm",2020-02-12 12:16:10.433554
773,ObservationLounge,0,773,,"Level38,MandarinOrchardSingapore,333OrchardRoad(Orchard/RiverValley)","Fri, Sat & Eve of PH: 02:00 pm - 02:00 am, Sun to Thu: 02:00 pm - 01:00 am",2020-02-12 12:16:21.762238
774,IzziRestaurantBar,0,774,,"NgeeAnnPolytechnicAlumniClubhouse,75NgeeAnnPolytechnic,535BClementiRoad(BukitTimah/Clementi)",Mon - Thu: 11:00 - 00:00Fri - Sat: 11:00 - 01:00Sun: 14:00 - 20:00PH: 11:00 - 00:00Kitchen closed on Sunday,2020-02-12 12:16:38.721481
775,URAGallery,0,775,,"45MaxwellRoad,Singapore069118Singapore",09:00-17:00,2020-02-12 12:17:01.417526
776,OdeToArtContemporary,0,776,,"252,NorthBridgeRoad,RafflesCityShoppingCentre,#01-36E/F,Singapore",每天上午 10 点 至 晚上 10 点,2020-02-12 12:17:13.243339
777,,0,777,,TanglinShoppingCentre19TanglinRoad#03-28Singapore247909,上午11点到下午6点,2020-02-12 12:17:24.279941
778,BlinkyBArtGallery,0,778,,"11WoodlandsClose,#04-47,Woodlands11,Singapore737853,Singapore","星期六:上午10点00分 - 下午6点00分,星期五:上午10点00分 - 下午7点00分,星期三:上午10点00分 - 下午7点00分,星期日:上午10点00分 - 下午6点00分,星期四:上午10点00分 - 下午7点00分,星期二:上午10点00分 - 下午7点00分,星期一:上午10点00分 - 下午7点00分",2020-02-12 12:17:36.820937
779,,0,779,,"#05-04b,41KallangPuddingRoad",周三、周五与周六 晚上9点至深夜,2020-02-12 12:17:48.466018
780,SamabiFoods,0,780,,"#01-01,73CircularRoad(RafflesPlace/BoatQuay)",Daily: 10:00 - 22:00Closed: PH,2020-02-12 12:18:00.468578
781,Nusantra,0,781,,"#01-03/04,LiangSeahPlace,1LiangSeahStreet(Bugis)",12noon - 10 pm,2020-02-12 12:18:12.650671
782,HendersonCharKwayTeow,0,782,,"#01-21,BukitMerahViewHawkerCentre,115BukitMerahView(BukitMerah/Redhill/Alexandra)",Daily: 12:00 - 21:00,2020-02-12 12:18:22.737555
783,NextDoorDeli,0,783,,"#01-2369,529AngMoKioAvenue10(AngMoKio)",Mon - Thu: 10:00 - 22:00Fri - Sat: 22:00 - 23:00Sun: 09:00 - 22:00,2020-02-12 12:18:34.108212
784,PrimaDeli,0,784,,"#01-76,272BukitBatokEastAvenue4(BukitBatok)",Daily: 07:00 - 20:30,2020-02-12 12:18:51.285002
785,MunchKingsQueens,0,785,,"#02-03,SecondAvenueJunction,733BukitTimahRoad(BukitTimah)","Fri & Sat: 11.00am - 11.00pm, Mon to Thu: 11.00am - 10.00pm",2020-02-12 12:19:03.330155
786,SAYBONSbyFrenchFoodFactory,0,786,,"02-27A,JUNCTION8,9BishanPlace,Singapore579837(Thomson/SinMing/Bishan)",Daily: 09:00 - 22:00,2020-02-12 12:19:26.427932
787,TurkishKebabEmpire,0,787,,"01-05,PodiumBlock,GoldhillPlaza,1GoldhillPlaza#(Thomson/Novena/Newton)",周一～周四 11:00-23:00；周五～周六 11:00-次日2:00；周日 11:00-23:00,2020-02-12 12:19:48.538530
788,RumahRasa,0,788,,"Level1,BayHotel,50TelokBlangah(TelokBlangah/Harbourfront)",Daily: 11:00 - 14:30Daily: 18:30 - 22:30,2020-02-12 12:20:09.204945
789,LaurentBernardChocolatier,0,789,,"LobbyLevel,TheStRegisSingapore,29TanglinRoad(Tanglin/Dempsey/Orchard)",Mon - Sat: 10:00 - 22:00Sun: 10:00 - 20:00,2020-02-12 12:22:29.006173
790,LiuJiaKeeNasiLemak,0,790,,"Stall12,HavelockRoadCookedFoodCentre,22A/BHavelockRoad(TiongBahru/Outram)",Closed on Wed,2020-02-12 12:22:46.697543
791,,0,791,,TanglinShoppingCentre19TanglinRoad#03-28Singapore247909,上午11点到下午6点,2020-02-12 12:23:02.030260
792,BrickMuseumandEnterprise,0,792,,"144UpperBukitTimahRoad|#03-39BeautyWorldCentre,Singapore588177,Singapore",星期三 上午11点00分 - 下午5点00分 星期四 - 星期二 上午11点00分 - 下午8点00分,2020-02-12 12:23:20.402237
793,LiveImpact,0,793,,"#01-01,CentralMall,1MagazineRoad(Chinatown)","Fri and Sat: 09.00am - 04.00am, Mon to Thu: 09.00pm - 03.00am",2020-02-12 12:25:07.368328
794,SuzanaMuslimFood,0,794,,"#01-126,AlbertCentreMarket&FoodCentre,270QueenStreet(Bugis)",Closed on Sun,2020-02-12 12:25:47.669526
795,Spizza,0,795,,207BPandanLoop(Clementi/WestCoast),Daily: 12:00 - 14:30Daily: 18:30 - 22:30,2020-02-12 12:26:05.103938
796,SoonHuatBakKutTeh,0,796,,"302,BedokShoppingComplex,302BedokRoad(Bedok/ChaiChee/UpperChangi)",Daily: 11:00 - 21:30,2020-02-12 12:26:32.878895
797,MunchIt,0,797,,"80SilosoRoad,Singapore098969(SilosoPoint)",10am - 7pm daily,2020-02-12 12:27:50.854895
798,SushiDon,0,798,,"Funan,109NorthBridgeRoad(CityHall/HighStreet/ClarkeQuay)",Daily: 11:00 - 22:00,2020-02-12 12:28:46.355869
799,BrickMuseumandEnterprise,0,799,,"144UpperBukitTimahRoad|#03-39BeautyWorldCentre,Singapore588177,Singapore",星期三 上午11点00分 - 下午5点00分 星期四 - 星期二 上午11点00分 - 下午8点00分,2020-02-12 12:29:18.564874
800,GaleriesBartouxION,0,800,,"#01-12A/13,IONOrchard,2OrchardTurn,238801",10am - 10pm,2020-02-12 12:29:35.473100
801,LiangSeahStreetPrawnMee,0,801,,"#01-03/04,PSATanjongPagarComplex,7KeppelRoad(Cantonment/TanjongPagar/Chinatown)",Closed on Saturday afternoons and Sundays,2020-02-12 12:29:46.580819
802,IbrahimMeeStall,0,802,,"#01-04,AdamRoadFoodCentre,2AdamRoad(BukitTimah)",Daily: 11:00 - 04:00Closed: Mon,2020-02-12 12:30:02.798175
803,Tsujiri,0,803,,"#01-14B,100AM,100TrasStreetSingapore079027(Anson/TanjongPagar)",全年 整周 10:00-22:00,2020-02-12 12:30:19.519576
804,PrimaDeli,0,804,,"#01-15,TampinesMart,5TampinesStreet32(Tampines/Simei)",Daily: 08:00 - 22:00,2020-02-12 12:30:32.588579
805,NUSIceBlends,0,805,,"#01-37,Blk724AngMoKioFoodCentre,Blk724AngMoKioAvenue6(AngMoKio)",Closed on Sundays,2020-02-12 12:30:53.520628
806,PrimaDeli,0,806,,"#01-54,279BishanStreet24(Thomson/SinMing/Bishan)",Daily: 07:30 - 21:00,2020-02-12 12:31:12.024111
807,KeithCracklingRoast,0,807,,"#02-K37,Pasarbella,TheGrandstand,200TurfClubRoad(BukitTimah)",Mon - Thu: 11:00 - 19:30Fri: 11:00 - 20:00Sat & Sun: 10:30 - 19:30,2020-02-12 12:31:41.720923
808,MunchSaladsmith,0,808,,"#03-11,OrchardGateway,277OrchardRd,238851(Orchard/RiverValley)",Daily: 10:00 - 22:00,2020-02-12 12:32:19.633114
809,NoNameTehSarabatStall,0,809,,21BaghdadStreet(Bugis/BeachRoad),Daily: 06:30 - 00:00,2020-02-12 12:32:36.156333
810,RedRingWantonMee,0,810,,"ChiangsSwallowCoffeshop,46HollandDrive(GhimMoh/Holland)",Mon - Sun: 08:00 - 21:00Closed: Every First and Third Tuesdays of the Month,2020-02-12 12:32:54.237862
811,ReunionSteamboat,0,811,,"SouthUnionPark,57BJalanTuaKong(UpperEastCoast/Siglap)",Mon - Sat: 11:00 - 20:00Sun & PH: 11:00 - 17:00,2020-02-12 12:33:09.399837
812,HolyCowCreamery,0,812,,"#01-291,292YishunStreet22(Yishun)","全年 周一 休息 周二至周四,周日 11:30-22:00 周五至周六 11:30-23:00",2020-02-12 12:33:30.633260
813,OldHabits,0,813,,"#01-315,38TelokBlangahRise(TelokBlangah/Harbourfront)",Tue - Thu: 11:00 - 21:30Fri - Sat: 11:00 - 22:30Sun: 11:00 - 21:30Closed: Mon,2020-02-12 12:33:49.414386
814,RiverwalkTandoor,0,814,,"#05-00,LandmarkVillageHotel,390VictoriaStreet(Bugis)",Daily: 11:30 - 15:00Daily: 18:30 - 23:00,2020-02-12 12:35:04.203796
815,RoyalThai,0,815,,60FairwaysDrive(BukitTimah),Daily: 11:00 - 22:30Closed: Mon,2020-02-12 12:35:28.856752
816,JohorBahruHandmadePauDimSum,0,816,,"#01-2082,4ChangiVillageRoad(ChangiVillage/Loyang)",Daily: 09:00 - 21:00,2020-02-12 12:35:52.057216
817,LauWangClaypotDelights,0,817,,"#01-43,263SerangoonCentralDrive(Serangoon)",Daily: 10:30 - 21:30Closed on Tuesday Fortnightly,2020-02-12 12:36:36.355266
818,StrictlyPastry,0,818,,267JooChiatRoad(JooChiat/Katong/EastCoast),Mon: 15:00 - 21:00Wed: 15:00 - 21:00Thu: 13:00 - 21:00Fri: 13:00 - 21:00Sat & Sun: 12:00 - 22:00Closed: Tue,2020-02-12 12:36:55.992257
819,SoonKeeBonelessLorDuckRice,0,819,,"JalanBesarStadium,100TyrwhittRoad(JalanBesar/Lavender)",Daily: 11:00 - 21:00,2020-02-12 12:37:08.508019
820,SoonHengRoastedChickenDuck,0,820,,"Stall3,HavelockRoadCookedFoodCentre,22A/BHavelockRoad(TiongBahru/Outram)",Opens Daily,2020-02-12 12:37:21.532619
821,HillStreetBuilding,0,821,,"HillSt.,Singapore,Singapore",,2020-02-12 12:37:33.876354
822,SingaporeLeisureBoats,0,822,,"圣淘沙岛,新加坡",,2020-02-12 12:37:49.855675
823,REVFightClubGym,0,823,,"11DHongkongStreet|Level5,Singapore059654,Singapore",,2020-02-12 12:38:03.043679
824,PhilippinePorterXpress,0,824,,"9|Kallang,Singapore339154,Singapore",,2020-02-12 12:38:13.231403
825,SingaporeLeisureBoats,0,825,,"圣淘沙岛,新加坡",,2020-02-12 12:38:23.631367
826,TravelDelightfully,0,826,,"新加坡,新加坡",,2020-02-12 12:38:34.632454
827,TheVillageTrishawTour,0,827,,"新加坡,新加坡",,2020-02-12 12:38:50.831528
828,ToolsofOldSingapore,0,828,,"27PerakRoad,Singapore208144,Singapore",,2020-02-12 12:39:10.321460
829,WhiteSailsYachtPteLtd,0,829,,"新加坡,新加坡",,2020-02-12 12:39:20.846994
830,,0,830,,新加坡市中心的海滨公园（EsplanadePark）内,,2020-02-12 12:39:33.793934
831,PriveWaterfrontBar,0,831,,"2KeppelBayVistaMarinaAtKeppelBay,Singapore098382,Singapore",,2020-02-12 12:39:44.191510
832,TheLibrary,0,832,,"47KeongSaikRoad,Singapore,Singapore",,2020-02-12 12:39:59.886411
833,AseanaGallery,0,833,,"30MerchantRoad#02-27RiversidePoint,Singapore058282,Singapore",,2020-02-12 12:40:11.831978
834,XDRCRacingClub,0,834,,"新加坡,新加坡",,2020-02-12 12:40:23.887373
835,DeepSeaFishing,0,835,,"新加坡,新加坡",,2020-02-12 12:40:35.309849
836,,0,836,,"水上探险乐园,8SentosaGateway",,2020-02-12 12:40:52.225049
837,NgeeAnnPolytechnic,0,837,,"535ClementiRd,新加坡599489",,2020-02-12 12:41:05.398996
838,Taboo,0,838,,"65NeilRd,Singapore088897,Singapore",,2020-02-12 12:41:27.146183
839,TelokKurauStudios,0,839,,"91LorongJTelokKurau,Singapore425985,Singapore",,2020-02-12 12:41:38.867261
840,Taboo,0,840,,"65NeilRd,Singapore088897,Singapore",,2020-02-12 12:41:49.379820
841,MasjidHajiMohdSalleh,0,841,,"245GeylangRoadMasjidMuhammadSalleh,Singapore389304,Singapore",,2020-02-12 12:42:00.665731
842,TelokKurauStudios,0,842,,"91LorongJTelokKurau,Singapore425985,Singapore",,2020-02-12 12:42:13.797344
843,SingaporeJooChiatFoodWalk,0,843,,"新加坡,新加坡",,2020-02-12 12:42:26.184508
844,Gymkraft,0,844,,"100GuillemardRoadSingaporeBadmintonHall,Singapore399718,Singapore",,2020-02-12 12:42:42.562063
845,Altimate,0,845,,"1RafflesPlaceOneRafflesPlace|Level61,Singapore048616,Singapore",,2020-02-12 12:42:54.909124
846,SiamDisco,0,846,,"211GeylangRoad,Singapore389271,Singapore",,2020-02-12 12:43:06.339487
847,KeppelClub,0,847,,"10BukitCherminRoadKeppelClub,Singapore109918,Singapore",,2020-02-12 12:43:17.406605
848,ZhongShanPark,0,848,,"BalestierRoad,Singapore,Singapore",,2020-02-12 12:43:29.467826
849,FlyingTrapeze,0,849,,"51ImbiahWalkSilosoBeach,SentosaIsland099538,Singapore",,2020-02-12 12:43:41.429263
850,MasjidHajjahRahimabiKebunLimau,0,850,,"76KimKeatRoadMasjidHajjahRahimabiKebunLimau|Balestier,Singapore328835,Singapore",,2020-02-12 12:43:51.448433
851,TaraApothecary,0,851,,"452NorthBridgeRoadChanBrothersBuilding|ChanBrothersBuilding#06-00,Singapore188733,Singapore",,2020-02-12 12:44:02.189584
852,GogreenCycleIslandExplorer,0,852,,"圣淘沙岛,新加坡",,2020-02-12 12:44:14.195531
853,Knead,0,853,,"36ALorongMambongHollandVillage,Singapore277693,Singapore",,2020-02-12 12:44:25.387489
854,,0,854,,"地址51SilosoBeachWalk,Sentosa（Trapizza餐厅对面）Singapore099001Singapore",,2020-02-12 12:44:38.869768
855,GoFlyKite,0,855,,"新加坡,新加坡",,2020-02-12 12:44:55.817421
856,RochorCanal,0,856,,"1RochorRoadRochorCentre,Singapore180001,Singapore",,2020-02-12 12:45:08.604855
857,LazarusIsland,0,857,,"Singapore,Singapore",,2020-02-12 12:45:19.857578
858,ClunyCourt,0,858,,"501BukitTimahRoadClunyCourt,Singapore259760,Singapore",,2020-02-12 12:45:30.957346
859,,0,859,,"新加坡环球影城科幻城市区，8SentosaGateway,SentosaIsland,Singapore",,2020-02-12 12:45:42.021894
860,SIAHopon,0,860,,"新加坡,新加坡",,2020-02-12 12:45:52.667816
861,SingaporeAliveDayTours,0,861,,"新加坡,新加坡",,2020-02-12 12:46:05.205913
862,,0,862,,"SouthernRidges,MountFaber,Singapore(花柏山，圣淘沙岛，港湾大厦)",,2020-02-12 12:46:18.270261
863,,0,863,,"208510,新加坡Kitchener路93",,2020-02-12 12:46:30.408629
864,,0,864,,兀兰大道9号（9WoodlandsAvenue，Singapore738964）(海军部公园),,2020-02-12 12:46:46.403134
865,TheYachtClubCharters,0,865,,"新加坡,新加坡",,2020-02-12 12:46:59.078252
866,Tribe,0,866,,"新加坡,新加坡",,2020-02-12 12:47:17.654796
867,SkyDininginSingaporeFlyerGreenHoliday,0,867,,"新加坡,新加坡",,2020-02-12 12:47:27.548115
868,ExitPlan,0,868,,"279NewBridgeRoad#03-01,Singapore088752,Singapore",,2020-02-12 12:47:39.070552
869,SingaporeFootprints,0,869,,"新加坡,新加坡",,2020-02-12 12:47:50.131700
870,CaptainExplorerDUKWTour,0,870,,"新加坡,新加坡",,2020-02-12 12:48:01.822760
871,Aikchuanyachtcharterspteltd,0,871,,"新加坡,新加坡",,2020-02-12 12:48:14.299064
872,TeamSCGym,0,872,,"286ALavenderStreet,Singapore338803,Singapore",,2020-02-12 12:48:25.941425
873,StruggleAgainstCommunistPartyofMalayaMarker,0,873,,"EsplanadePark,ConnaughtDrive,Singapore179682,Singapore",,2020-02-12 12:48:37.103847
874,MasjidAngullia,0,874,,"265SerangoonRoadMasjidAngullia|LittleIndia,Singapore218099,Singapore",,2020-02-12 12:48:53.541362
875,TheGreenCorridor,0,875,,"新加坡,新加坡",,2020-02-12 12:49:03.506049
876,Touristars,0,876,,"新加坡,新加坡",,2020-02-12 12:49:15.639446
877,,0,877,,"608549,新加坡裕廊商业区路50Jem购物中心#B1-21/22",,2020-02-12 12:49:26.636578
878,HacksonandSonsShoePolishandArtefactsMuseum,0,878,,"31WoodlandsCloseWoodlandsHorizon|Unit07-25,Singapore737855,Singapore",,2020-02-12 12:49:39.215444
879,BintanResortFerries,0,879,,"新加坡,新加坡",,2020-02-12 12:49:52.231194
880,BikingSingapore,0,880,,"新加坡,新加坡",,2020-02-12 12:50:03.901406
881,MilesPrivateDayTours,0,881,,"新加坡,新加坡",,2020-02-12 12:50:15.562710
882,LloydMarineYachtCharters,0,882,,"新加坡,新加坡",,2020-02-12 12:50:27.962562
883,BlueStarYachting,0,883,,"新加坡,新加坡",,2020-02-12 12:50:38.475594
884,RafflesCountryClub,0,884,,"450JalanAhmadIbrahimRafflesCountryClub,Singapore639932,Singapore",,2020-02-12 12:50:50.554615
885,,0,885,,"409215,新加坡芽笼士乃15",,2020-02-12 12:51:01.351625
886,TokyoSushiAcademySingapore,0,886,,"133NewBridgeRoad|B2-17ChinatownPointMall,Singapore059413,Singapore",,2020-02-12 12:51:13.902983
887,TravelingSpoon,0,887,,"新加坡,新加坡",,2020-02-12 12:51:27.050603
888,WalktheRedDot,0,888,,"新加坡,新加坡",,2020-02-12 12:51:38.920105
889,FloatingBridgeatSilosoBeach,0,889,,"|SilosoBeach,SentosaIsland099008,Singapore",,2020-02-12 12:51:51.342676
890,LetsGo,0,890,,"Block462CrawfordLane|Unit01-57,Singapore190462,Singapore",,2020-02-12 12:52:03.802059
891,KampongKaporMethodistChurch,0,891,,"1KampongKaporRoadKampongKaporMethodistChurch,Singapore208673,Singapore",,2020-02-12 12:52:14.804792
892,SingaporeIslandCountryClub,0,892,,"240SimeRoadSingaporeIslandCountryClub,Singapore288303,Singapore",,2020-02-12 12:52:26.745994
893,SingaporeFreedivers,0,893,,"新加坡,新加坡",,2020-02-12 12:52:43.890619
894,PackingTourFromSingaporeAsiaLandTravelService,0,894,,"新加坡,新加坡",,2020-02-12 12:53:05.460051
895,FeetHavenEastCoast,0,895,,"#01-01,136EastCoastRoad,Singapore428821,Singapore",周日-周四:下午12:00-下午10:00;周五-周六:下午12:00-下午10:30;,2020-02-12 12:53:18.920453
896,Beauteous,0,896,,"11CavenaghRoadHolidayInnSingaporeOrchardCityCentre|#01-06/07,Singapore229616,Singapore",周一-周五:下午12:00-下午9:00;周六:上午10:00-下午6:00;,2020-02-12 12:53:29.706812
897,CallaSpa,0,897,,"3TemasekBoulevardSuntecCityMall|#01-500,SuntecCityMallTower2,Singapore038983,Singapore",暂无,2020-02-12 12:53:42.186444
898,FeetHavenReflexology,0,898,,"136EastCoastRoad|#01-01;4AMajuAvenue556682,Singapore428821,Singapore",周日-周四:下午12:00-下午10:00;周五-周六:下午12:00-下午10:30;,2020-02-12 12:53:53.868920
899,ScentDiscovery,0,899,,"221BalestierRoadRoccaBalestier|02-05,Singapore329928,Singapore",暂无,2020-02-12 12:54:05.095869
900,,0,900,,"27BukitManisRoad,SentosaGolfClubSingapore099892","Daily openTime:06:30,closeTime:19:00
public_holiday openTime:06:30,closeTime:19:00",2020-02-12 12:54:17.431619
901,ForestAdventure,0,901,,"新加坡,新加坡","tuesday openTime:09:30,closeTime:18:30
wednesday openTime:09:30,closeTime:18:30
thursday openTime:09:30,closeTime:18:30
friday openTime:09:30,closeTime:18:30
saturday openTime:09:30,closeTime:18:30
sunday openTime:09:30,closeTime:18:30",2020-02-12 12:54:33.731288
902,,0,902,,"25BukitPasohRoad,GrassrootsBookRoomSingapore089839","monday openTime:11:00,closeTime:20:00
wednesday openTime:11:00,closeTime:20:00
thursday openTime:11:00,closeTime:20:00
friday openTime:11:00,closeTime:21:00
saturday openTime:11:00,closeTime:21:00
sunday openTime:11:00,closeTime:18:00",2020-02-12 12:54:43.819912
903,HealthfitMassageTherapy,0,903,,"190MiddleRoad#02-24FortuneCentre|FortuneCentre,Singapore188979,Singapore",周日-周六:上午11:00-下午8:30;,2020-02-12 12:54:57.111274
904,EsthevaSpa,0,904,,"328NorthBridgeRoadRafflesShoppingArcade#013130|(Youmayenterthehotelvialevel3ofMarinaSquare),Singapore039594,Singapore",周日-周六:上午10:00-下午10:00;,2020-02-12 12:55:13.555173
905,TheAsparaintheOrchard,0,905,,"22ScottsRoadGoodwoodParkHotel,Singapore228221,Singapore",暂无,2020-02-12 12:55:28.716692
906,HanaBodyWellness,0,906,,"190MiddleRoadFortuneCentre,Singapore188979,Singapore",暂无,2020-02-12 12:55:44.981416
907,MyHappyFeet,0,907,,"21ALorongMambongHollandVillage|HollandVillage,Singapore277680,Singapore",周日:上午10:00-下午9:00;周一-周五:上午11:00-下午9:00;周六:上午10:00-下午10:00;,2020-02-12 12:55:58.880821
908,Facebar,0,908,,"21ALorongMambongHollandVillage|HollandVillage,Singapore277680,Singapore",周一-周五:下午12:00-下午9:00;周六-周日:上午11:00-下午8:00;,2020-02-12 12:56:20.253552
909,SpaRael,0,909,,"22ScottsRoadGoodwoodParkHotel|GoodwoodParkHotel,Singapore228221,Singapore",暂无,2020-02-12 12:56:32.828543
910,,0,910,,"30RafflesAve,TheFlyerSingapore039803","Daily openTime:08:30,closeTime:22:30
public_holiday openTime:08:30,closeTime:22:30",2020-02-12 12:56:43.911562
911,TiffsFacialHouse,0,911,,"Blk2EvertonParkEvertonPark|#01-61,Singapore081002,Singapore",周一-周五:上午11:00-下午9:00;周六-周日:上午10:00-下午6:00;,2020-02-12 12:56:55.228053
912,RNSpa,0,912,,"11CavenaghRoadHolidayInnSingaporeOrchardCityCentre|#b1-01,Singapore229616,Singapore",周一-周五:上午11:00-下午8:30;周六-周日:上午10:00-下午5:30;,2020-02-12 12:57:07.341863
913,AbsoluteSlimming,0,913,,"181OrchardRoadOrchardCentral|OrchardCentral#03-20,Singapore238896,Singapore",暂无,2020-02-12 12:57:19.751437
914,HanDynastySpa,0,914,,"221BalestierRoadRoccaBalestier|#04-01RoccaBalestier,Singapore329928,Singapore",暂无,2020-02-12 12:57:34.268374
915,,0,915,,"30MerchantRoad,SingaporeRiverCruiseSingapore038984","Daily openTime:09:00,closeTime:23:00
public_holiday openTime:09:00,closeTime:23:00",2020-02-12 12:57:46.564504
916,KewOrganics,0,916,,"Block2EvertonParkEvertonPark|#01-47,Singapore081002,Singapore",周一-周五:下午12:00-下午8:30;周六:上午10:00-下午7:30;,2020-02-12 12:57:56.994057
917,SengPohGardenDancingGirlSculpture,0,917,,"SengPohRoad,Singapore,Singapore",,2020-02-12 12:58:09.027649
918,MrPunchWinebar,0,918,,"MINTMuseumOfToys(MomentofImaginationandNostalgiawithToys),26SeahStreet(S)188382,Singapore",,2020-02-12 12:58:20.182698
919,Limahpinpatschool,0,919,,"LimahPinRoad,Singapore,Singapore",,2020-02-12 12:58:29.813016
920,Lantern,0,920,,"1FullertonRoad,TheFullertonBayHotel(Rooftop),Singapore",,2020-02-12 12:58:41.463577
921,UnitedWorldCollegeofSouthEastAsiaEastCampus,0,921,,"1TampinesStreet73,Singapore",,2020-02-12 12:58:53.204340
922,Ballymoons,0,922,,"442OrchardRoad,OrchardHotelShoppingArcade#01-06/08,Singapore",,2020-02-12 12:59:11.792485
923,Nongsa,0,923,,"Nongsa,Singapore02Singapore",,2020-02-12 12:59:23.366252
924,Harrys,0,924,,"30VictoriaSt,Singapore",,2020-02-12 12:59:35.947839
925,BritishAirwaysConcordeBar,0,925,,"Terminal1,AirportBlvd,Singapore,Singapore,Singapore",,2020-02-12 12:59:47.286512
926,AlAnsarMosque,0,926,,Singapore,,2020-02-12 12:59:58.423960
927,SeventhDayAdventistChurchJurongEast,0,927,,"90JurongEastStreet13,Singapore",,2020-02-12 13:00:09.568909
928,PayaLebarMethodistChurch,0,928,,"5BoundaryRoad,Singapore549954",,2020-02-12 13:00:21.732340
929,Limahpinpatschool,0,929,,"LimahPinRoad,Singapore,Singapore",,2020-02-12 13:00:33.795382
930,AssyakirinMosque,0,930,,"550YungAnRoad,Singapore",,2020-02-12 13:00:46.271070
931,ChoaChuKangPark,0,931,,"ChoaChuKangDrive,Singapore",,2020-02-12 13:00:57.312523
932,DanishSeamensChurch,0,932,,"10PenderRd,Singapore099171",,2020-02-12 13:01:10.581838
933,Lantern,0,933,,"1FullertonRoad,TheFullertonBayHotel(Rooftop),Singapore",,2020-02-12 13:01:23.221782
934,BritishAirwaysConcordeBar,0,934,,"Terminal1,AirportBlvd,Singapore,Singapore,Singapore",,2020-02-12 13:01:35.968976
935,CinCin,0,935,,"100PeckSeahStreet,Level1,OasiaHotelDowntown,Singapore079333",,2020-02-12 13:01:51.249311
936,PayaLebarMethodistChurch,0,936,,"5BoundaryRoad,Singapore549954",,2020-02-12 13:02:02.764132
937,EuChinStreet,0,937,,"EuChinStreet,Singapore",,2020-02-12 13:02:15.240580
938,AtlantisYachtsAssociates,0,938,,"621BedokReservoirRd,Singapore470621,Singapore",,2020-02-12 13:02:33.814445
939,ArulmiguVelmuruganGnanamuneeswararTemple,0,939,,"50RivervaleCrescent|Sengkang,Singapore545029,Singapore",,2020-02-12 13:02:50.019647
940,ZhunTiGong,0,940,,"13KeongSaikRoad,Singapore089120,Singapore",,2020-02-12 13:03:09.296364
941,FightComicSIngapore,0,941,,"11BaliLane|NrArabStreet,Singapore189848,Singapore",,2020-02-12 13:03:26.459054
942,AmoreFitnessBoutiqueSpa,0,942,,"17PetirRoadHillionMall|HillionMall,Singapore678278,Singapore",,2020-02-12 13:03:38.318457
943,AmoreFitnessBoutiqueSpa,0,943,,"900SouthWoodlandsDriveWoodlandsCivicCentre|#06-11WoodlandsCivicCentre,Singapore730900,Singapore",,2020-02-12 13:03:50.865778
944,Porridge,0,944,,"#01-26,AljuniedAve2MarketandFoodCentre,Blk117AljuniedAve2(Geylang/Stadium/OldAirport)",,2020-02-12 13:04:07.350523
945,Stall,0,945,,"#01-26,OldAirportRoadFoodCentre,51OldAirportRoad(Geylang/Aljunied)",,2020-02-12 13:04:23.400548
946,KianHuatMixedVegetableRice,0,946,,"#01-38,EunosCrescentMarketandFoodCentre,Blk4AEunosCrescent(Eunos/Ubi)",,2020-02-12 13:04:43.727985
947,SingHeng,0,947,,"#01-492,QueenstownFoodCentre,Blk40ACommonwealthAve(Commonwealth/Queenstown)",,2020-02-12 13:05:19.758025
948,SoonHuatFishballMincedPorkNoodles,0,948,,"#01-55,AljuniedAve2MarketandFoodCentre,Blk117AljuniedAve2(Geylang/Stadium/OldAirport)",,2020-02-12 13:05:38.753061
949,JinXingWanTanMee,0,949,,"#01-57,ToaPayohLorong4HawkerCentre,93ToaPayohLorong4(ToaPayoh)",,2020-02-12 13:06:49.774087
950,RBExpress,0,950,,"#01-72,NewtonCircusFoodCentre,500ClemenceauAvenueNorth(ScottsRoad/Newton)",,2020-02-12 13:08:01.686660
951,YuFoVegetarianFood,0,951,,"#01-95,NorthBridgeRoadMarketandFoodCentre,Blk861NorthBridgeRoad(Bugis/BeachRoad)",,2020-02-12 13:08:23.994626
952,HerbalTea,0,952,,"#03-167,TamanJurongMarketandFoodCentre,3YungShengRoad(TamanJurong)",,2020-02-12 13:09:09.876523
953,ScoopsSlices,0,953,,"GoldhillCentre,189ThomsonRoad",,2020-02-12 13:09:32.557521
954,,0,954,,"71BussorahSt,199484",,2020-02-12 13:10:05.355487
955,VictoriaFamilyCentre,0,955,,464SembawangDrive,,2020-02-12 13:10:45.805418
956,Kidzworld,0,956,,4CrestRdSingaporeZooSingapore779651Singapore,,2020-02-12 13:11:29.197453
