POI_INDEX,ASPECTS,ATTRACTION_TYPES,ASPECTS_CRAWLED_TIME
14,forest valley,"Shopping, Shopping Malls",2020-02-21 20:28:39.704180
14,hedge maze,"Shopping, Shopping Malls",2020-02-21 20:28:39.722699
14,through immigration,"Shopping, Shopping Malls",2020-02-21 20:28:39.740938
14,latest attraction,"Shopping, Shopping Malls",2020-02-21 20:28:39.758568
14,amazing waterfall,"Shopping, Shopping Malls",2020-02-21 20:28:39.773694
14,between flights,"Shopping, Shopping Malls",2020-02-21 20:28:39.790886
14,the main attraction,"Shopping, Shopping Malls",2020-02-21 20:28:39.807361
14,f b,"Shopping, Shopping Malls",2020-02-21 20:28:39.823401
14,few hours,"Shopping, Shopping Malls",2020-02-21 20:28:39.839929
14,lots of shops,"Shopping, Shopping Malls",2020-02-21 20:28:39.856557
14,light show,"Shopping, Shopping Malls",2020-02-21 20:28:39.873090
14,different levels,"Shopping, Shopping Malls",2020-02-21 20:28:39.889957
14,food court,"Shopping, Shopping Malls",2020-02-21 20:28:39.906943
14,food outlets,"Shopping, Shopping Malls",2020-02-21 20:28:39.924168
14,must visit place,"Shopping, Shopping Malls",2020-02-21 20:28:39.940396
14,,"Shopping, Shopping Malls",2020-02-21 20:28:39.956320
14,,"Shopping, Shopping Malls",2020-02-21 20:28:39.972582
15,light show,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.339088
15,laser show,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.355677
15,helix bridge,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.371916
15,water show,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.387929
15,fullerton hotel,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.404784
15,shopping mall,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.421546
15,singapore flyer,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.437962
15,merlion park,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.454533
15,infinity pool,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.471028
15,nice walk,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.487753
15,walk around,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.505747
15,boat ride,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.523474
15,food court,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.540867
15,singapore river,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.557759
15,clarke quay,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.575809
15,skyline,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.592134
15,skyscrapers,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.607866
15,architecture,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.625110
15,stroll,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.642325
15,sights,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.660612
15,8pm,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.675509
15,mbs,"Nature & Parks, Bodies of Water, Marinas",2020-02-21 20:28:53.691401
16,treetop walk,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.619609
16,suspension bridge,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.639364
16,venus drive,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.656839
16,ranger station,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.674246
16,wild monkeys,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.691878
16,jelutong tower,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.710046
16,great hike,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.727495
16,monitor lizards,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.744826
16,bring water,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.763455
16,concrete jungle,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.778705
16,bukit timah,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.794180
16,beautiful walk,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.810226
16,flora and fauna,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.825656
16,heat and humidity,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.840972
16,reservoir,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.856469
16,trek,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.871909
16,11km,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.887353
16,exercise,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.905532
16,hsbc,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.921632
16,canoeing,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.937336
16,route,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.951701
16,trees,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:29:06.966773
17,rooftop garden,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.194510
17,main hall,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.211079
17,monks chanting,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.228497
17,fourth floor,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.245392
17,buddhist culture,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.262510
17,wearing shorts,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.279514
17,visiting chinatown,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.296575
17,chinatown area,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.314085
17,peaceful place,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.330938
17,worth a visit,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.348012
17,interesting place,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.365125
17,take photos,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.382033
17,chinese new year,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.399130
17,statues,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.416097
17,meditation,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.433503
17,replica,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.450744
17,wheel,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.467595
17,donation,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.484837
17,worship,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.501529
17,incense,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.518786
17,sarong,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.535485
17,ceremonies,"Museums, Sights & Landmarks, Speciality Museums, Sacred & Religious Sites",2020-02-21 20:29:21.551732
18,cloud forest,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.576308
18,flowers and plants,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.591357
18,flower lovers,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.608679
18,air conditioned,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.623950
18,chinese new year,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.641093
18,on display,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.657367
18,cactus,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.674299
18,bay,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.693282
18,baobab,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.708768
18,pollen,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.725000
18,flora,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.741316
18,greenhouse,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.758064
18,gardeners,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.774396
18,climate,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.791437
18,heat,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.807718
18,varieties,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.824195
18,nature,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.841125
18,conservatory,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.857855
18,species,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.874317
18,thousands,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.891433
18,exhibition,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.908014
18,structure,"Sights & Landmarks, Nature & Parks, Gardens, Points of Interest & Landmarks",2020-02-21 20:29:35.924573
19,singapore river,"Shopping, Shopping Malls",2020-02-21 20:29:49.174325
19,reverse bungee,"Shopping, Shopping Malls",2020-02-21 20:29:49.196405
19,river cruise,"Shopping, Shopping Malls",2020-02-21 20:29:49.221710
19,must visit place,"Shopping, Shopping Malls",2020-02-21 20:29:49.244406
19,marina bay,"Shopping, Shopping Malls",2020-02-21 20:29:49.265706
19,walk around,"Shopping, Shopping Malls",2020-02-21 20:29:49.290464
19,hooters,"Shopping, Shopping Malls",2020-02-21 20:29:49.312924
19,boats,"Shopping, Shopping Malls",2020-02-21 20:29:49.330420
19,bridge,"Shopping, Shopping Malls",2020-02-21 20:29:49.349574
19,expats,"Shopping, Shopping Malls",2020-02-21 20:29:49.367260
19,stroll,"Shopping, Shopping Malls",2020-02-21 20:29:49.384019
19,shopping,"Shopping, Shopping Malls",2020-02-21 20:29:49.399715
19,mrt,"Shopping, Shopping Malls",2020-02-21 20:29:49.415575
19,indian,"Shopping, Shopping Malls",2020-02-21 20:29:49.433586
19,chinatown,"Shopping, Shopping Malls",2020-02-21 20:29:49.449335
20,marina bay sands,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.662880
20,half lion,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.679113
20,singapore icon,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.695700
20,fullerton hotel,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.712381
20,iconic statue,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.729127
20,photo opportunity,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.745947
20,singapore river,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.763487
20,take pictures,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.780227
20,must visit place,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.795598
20,laser show,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.813111
20,river cruise,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.829353
20,visit singapore,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.846411
20,helix bridge,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.896401
20,sentosa island,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.955014
20,clarke quay,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.971649
20,light show,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:02.988782
20,symbol,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:03.006443
20,tourists,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:03.023228
20,selfie,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:03.039688
20,pics,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:03.056377
20,backdrop,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:03.074054
20,fountain,"Sights & Landmarks, Monuments & Statues",2020-02-21 20:30:03.091271
21,shoppers paradise,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.546644
21,shop till you drop,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.564138
21,shopping street,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.588337
21,high end,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.608325
21,shopping heaven,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.628516
21,lucky plaza,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.647147
21,christmas lights,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.666153
21,great shopping,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.688404
21,designer shops,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.706549
21,international brands,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.724575
21,ngee ann city,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.742941
21,shopping experience,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.762105
21,both sides,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.780358
21,lots of shops,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.795768
21,food court,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.812617
21,takashimaya,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.829979
21,gucci,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.846060
21,somerset,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.862773
21,shopaholic,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.881624
21,bargains,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.899867
21,tunas,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.917765
21,,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:30:16.939505
22,boat ride,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:29.956183
22,giant pandas,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:29.972049
22,red panda,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:29.988299
22,singapore zoo,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.005109
22,jia jia,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.021853
22,panda exhibit,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.038403
22,amazon flooded forest,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.054932
22,quest ride,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.071483
22,aquatic animals,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.088453
22,sea creatures,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.105191
22,main zoo,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.122063
22,park hopper,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.138669
22,theme park,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.155044
22,air conditioned,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.171659
22,jurong bird park,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.188668
22,aquarium,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.205306
22,cruise,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.221967
22,jaguar,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.238447
22,exhibits,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.255104
22,kai,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.272243
22,yangtze,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.288620
22,freshwater,"Water & Amusement Parks, Theme Parks",2020-02-21 20:30:30.306155
23,street art,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:30:43.396844
23,boutique shops,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:30:43.416984
23,arab quarter,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:30:43.436171
23,cool shops,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:30:43.455502
23,bugis station,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:30:43.478514
23,kampong glam,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:30:43.497685
