POI_INDEX,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
1298,0,1298,,,"monday openTime:09:00,closeTime:17:30
tuesday openTime:09:00,closeTime:17:30
wednesday openTime:09:00,closeTime:17:30
thursday openTime:09:00,closeTime:17:30
friday openTime:09:00,closeTime:17:30
saturday openTime:09:00,closeTime:17:00
sunday openTime:09:00,closeTime:17:00
public_holiday openTime:09:00,closeTime:17:00",2020-01-26 03:43:47.914347
1299,0,1299,,"31BeachView03,01Singapore098008","Daily openTime:10:00,closeTime:19:30",2020-01-26 03:43:56.869755
1300,0,1300,,,"wednesday openTime:18:30,closeTime:21:30
thursday openTime:18:30,closeTime:21:30
friday openTime:18:30,closeTime:21:30
saturday openTime:18:30,closeTime:21:30",2020-01-26 03:44:09.048024
1301,0,1301,,,"Daily openTime:06:00,closeTime:18:00",2020-01-26 03:44:20.368441
1302,0,1302,,"CampbellLane,Singapore217963","Daily openTime:10:00,closeTime:22:00",2020-01-26 03:44:31.777411
1303,0,1303,,"SerangoonRd&RaceCourseRd,Singapore217959","Daily openTime:19:00,closeTime:23:55",2020-01-26 03:44:40.128099
1304,0,1304,,,"Daily openTime:06:00,closeTime:18:00",2020-01-26 03:44:47.955739
1305,0,1305,,"42ImbiahRoad,ImbiahLookoutSingapore099701",,2020-01-26 03:44:56.906310
1306,0,1306,,"Singapore018990,Singapore",,2020-01-26 03:45:07.126570
1307,0,1307,,",SentosaCoveSingapore098537",,2020-01-26 03:45:16.918936
1308,1,1308,5,",BeachStationSingapore098604",,2020-01-26 03:45:27.878709
1309,0,1309,,"133NewBridgeRoadChinatownPoint|ChinatownPoint,Singapore059413,Singapore",,2020-01-26 03:45:38.815418
1310,0,1310,,"SouthBridgeRd,227-233,Singapore058776","monday openTime:09:30,closeTime:18:00
tuesday openTime:09:30,closeTime:18:00
wednesday openTime:09:30,closeTime:18:00
thursday openTime:09:30,closeTime:18:00
friday openTime:09:30,closeTime:18:00",2020-01-26 03:45:49.070584
1311,0,1311,,"1WestCoastDrive#01-14/15,Singapore128020,Singapore",,2020-01-26 03:45:58.531509
1312,0,1312,,30MerchantRd,,2020-01-26 03:46:07.892131
1313,0,1313,,"39GeylangSerai,Singapore",,2020-01-26 03:46:17.554820
1314,0,1314,,"178OrchardRoad,Singapore238846",,2020-01-26 03:46:26.582995
1315,0,1315,,"FarEastOrganization,Singapore",,2020-01-26 03:46:37.621612
1316,0,1316,,"NewTechPark#14-01/08,151LorongChuan,556741,Singapore",,2020-01-26 03:46:46.167709
1317,0,1317,,"1LarkhillRoad,Singapore099394",,2020-01-26 03:46:56.588716
1318,0,1318,,"51FairwaysDr,Singapore,Singapore",,2020-01-26 03:47:06.919111
1319,0,1319,,"50SilosoBeachWalk,Singapore",,2020-01-26 03:47:17.098867
1320,0,1320,,"NewTechPark#14-01/08,151LorongChuan,556741,Singapore",,2020-01-26 03:47:26.452829
1321,0,1321,,"1HaciendaGrove#03-05theHacienda|UpperEastCoastRoad,Singapore457908,Singapore",,2020-01-26 03:47:34.695599
1322,0,1322,,"Lane#02-101|Blk405C,Fernvale,Singapore793405,Singapore",,2020-01-26 03:47:42.946326
1323,0,1323,,"32PandanRoad,Singapore60Singapore",,2020-01-26 03:47:54.782129
1324,0,1324,,"39GeylangSerai,Singapore",,2020-01-26 03:48:04.394505
1325,0,1325,,"8KmsouthwestofSingapore'sWTC,SingaporeSingapore",,2020-01-26 03:48:13.731508
1326,0,1326,,"KheamHockRoad,Singapore,Singapore",,2020-01-26 03:48:22.237105
1327,0,1327,,"9LockRd,Singapore108937",,2020-01-26 03:48:32.379873
1328,0,1328,,"51FairwaysDr,Singapore,Singapore",,2020-01-26 03:48:40.602189
1329,0,1329,,"178OrchardRoad,Singapore238846",,2020-01-26 03:48:51.063671
1330,0,1330,,"Singapore,Singapore,Singapore",,2020-01-26 03:49:00.501116
1331,0,1331,,"70CollyerQuayCustomsHouse|#02-02CustomsHouse,Singapore049323,Singapore",,2020-01-26 03:49:10.924004
1332,0,1332,,"|JooChiatandKatong,Singapore423723,Singapore",,2020-01-26 03:49:20.509121
1333,0,1333,,,,2020-01-26 03:49:31.303856
1334,0,1334,,"1LarkhillRoad,Singapore099394",,2020-01-26 03:49:41.337894
1335,0,1335,,"56ACairnhillRoadTheLight@Cairnhill|BehindOrchardParagonShopping,Singapore229667,Singapore",,2020-01-26 03:49:52.598084
1336,0,1336,,"Blk25NewUpperChangiRoad#01-642|Bedok,Singapore462025,Singapore",,2020-01-26 03:50:02.141792
1337,0,1337,,"136ChangiRoad,Singapore419721,Singapore",,2020-01-26 03:50:11.868481
1338,0,1338,,"60AirportBoulevardChangiAirportTerminal2|Level3,Unit#036-142,DepartureTransitLoungeTerminal2,Singapore819643,Singapore",,2020-01-26 03:50:22.378955
1339,0,1339,,"135MiddleRoadBylandsBuilding|#01-10BylandsBuilding,Singapore188975,Singapore",,2020-01-26 03:50:30.630252
1340,0,1340,,"Blk135JurongEastStreet13|#01-321,Singapore600135,Singapore",,2020-01-26 03:50:38.792506
1341,0,1341,,"19LeedonHeightsD'Leedon|#01-68D'Leedon,Singapore266227,Singapore",,2020-01-26 03:50:48.260854
1342,0,1342,,"Blk352JurongEastStreet31YuhuaPlace|#01-131,Singapore600352,Singapore",,2020-01-26 03:50:58.252534
1343,0,1343,,"17ATrengganuStreet,Singapore058471,Singapore",,2020-01-26 03:51:05.778089
1344,0,1344,,"5KoekRoadCuppagePlaza|#01-17CuppagePlaza,Singapore228796,Singapore",,2020-01-26 03:51:17.323640
1345,0,1345,,"28SinMingLaneMidviewCity|#04-141,MidviewCity,Singapore573972,Singapore",,2020-01-26 03:51:27.586172
1346,0,1346,,"2AlexandraRoadDeltaHouse|DeltaHouseBuilding,#02-04,Singapore159919,Singapore",,2020-01-26 03:51:37.850544
1347,0,1347,,"163BukitMerahCentral|#02-3609,Singapore150163,Singapore",,2020-01-26 03:51:46.955599
1348,0,1348,,"765NorthBridgeRoad,Singapore198733,Singapore",,2020-01-26 03:51:55.376876
1349,0,1349,,"121PenangRoad|#01-02,Singapore238464,Singapore",,2020-01-26 03:52:05.254939
1350,0,1350,,"81UbiAvenue4,#10-19,UB.One|#10-19UB.One,Singapore408830,Singapore",,2020-01-26 03:52:16.938728
1351,0,1351,,"1ColemanStreetTheAdelphi|#02-24,TheAdelphi,Singapore179803,Singapore",,2020-01-26 03:52:28.326604
1352,0,1352,,"163BukitMerahCentral|#02-3609,Singapore150163,Singapore",,2020-01-26 03:52:39.653790
1353,0,1353,,"135MiddleRoadBylandsBuilding|#01-10BylandsBuilding,Singapore188975,Singapore",,2020-01-26 03:52:50.079693
1354,0,1354,,"Blk135JurongEastStreet13|#01-321,Singapore600135,Singapore",,2020-01-26 03:52:58.913482
1355,0,1355,,"59TempleStreet|Chinatown,Singapore058604,Singapore",,2020-01-26 03:53:08.774265
1356,0,1356,,"2SimsClose#06-06Gemini@Sims|Gemini@Sims,Singapore387298,Singapore",,2020-01-26 03:53:19.683382
1357,0,1357,,"92TanjongPagarRoad,Singapore088513,Singapore",,2020-01-26 03:53:29.664639
1358,0,1358,,"ChestnutAve,Singapore,Singapore",,2020-01-26 03:53:39.973604
1359,0,1359,,"15MarinaGrove,Singapore019598,Singapore",,2020-01-26 03:53:50.973780
1360,0,1360,,"5KoekRoadCuppagePlaza|#01-17CuppagePlaza,Singapore228796,Singapore",,2020-01-26 03:54:01.029270
1361,0,1361,,"17ATrengganuStreet,Singapore058471,Singapore",,2020-01-26 03:54:09.590701
1362,0,1362,,"2AlexandraRoadDeltaHouse|DeltaHouseBuilding,#02-04,Singapore159919,Singapore",,2020-01-26 03:54:19.037341
1363,0,1363,,"28SinMingLaneMidviewCity|#04-141,MidviewCity,Singapore573972,Singapore",,2020-01-26 03:54:28.332264
1364,0,1364,,"11UpperDicksonRoad,Singapore207471,Singapore",,2020-01-26 03:54:39.735133
1365,0,1365,,"ChangiAirportTerminal1|AirportBlvd,Singapore819643,Singapore",,2020-01-26 03:54:49.046341
1366,0,1366,,"29TanglinRoadSt.RegisHotelSingapore|Level2,TheSt.RegisSingapore,Singapore247911,Singapore",,2020-01-26 03:55:00.218552
1367,0,1367,,"11BukitPasohRoad,Singapore089825,Singapore",,2020-01-26 03:55:10.703533
1368,0,1368,,"11CoveDriveOne15MarinaClub|ONE15MarinaClub,SentosaCove,SentosaIsland098497,Singapore",,2020-01-26 03:55:21.016820
1369,0,1369,,"230OrchardRoadFaberHouse|#04-234/6,Singapore238854,Singapore",,2020-01-26 03:55:30.977966
1370,0,1370,,"20MerbauRoad,Singapore",,2020-01-26 03:55:40.584382
1371,0,1371,,"6UpperEastCoastRoad,Singapore455200,Singapore",,2020-01-26 03:55:49.880636
1372,0,1372,,"803KingGeorge'sAvenue|#01-208,Singapore200803,Singapore",,2020-01-26 03:55:58.731548
1373,0,1373,,"21OceanWayWSingaporeSentosaCoveHotel,SentosaIsland098374,Singapore",,2020-01-26 03:56:10.257005
1374,0,1374,,"Block133JurongGatewayRoad01-301,Jurong600133,Singapore",,2020-01-26 03:56:18.439665
1375,0,1375,,"20MerchantRoadSwissotelMerchantCourtSingapore|SwissôtelMerchantCourt,Singapore058281,Singapore",,2020-01-26 03:56:28.157862
1376,0,1376,,"Blk167WoodlandsStreet11|#01-09,Singapore730167,Singapore",,2020-01-26 03:56:38.428842
1377,0,1377,,"123BukitMerahLane1|#01-98,Singapore150123,Singapore",,2020-01-26 03:56:50.351200
1378,0,1378,,"786NorthBridgeRoad,Singapore198754,Singapore",,2020-01-26 03:56:57.638034
1379,0,1379,,"304OrchardRoadLuckyPlaza|#01-89LuckyPlaza,Singapore238863,Singapore",,2020-01-26 03:57:07.792637
1380,0,1380,,"20MerchantRoadSwissotelMerchantCourtSingapore|SwissôtelMerchantCourt,Singapore058281,Singapore",,2020-01-26 03:57:17.530133
1381,0,1381,,"787BukitTimahRoad,Singapore269762,Singapore",,2020-01-26 03:57:28.660235
1382,0,1382,,"6UpperEastCoastRoad,Singapore455200,Singapore",,2020-01-26 03:57:36.690608
1383,0,1383,,"Blk167WoodlandsStreet11|#01-09,Singapore730167,Singapore",,2020-01-26 03:57:46.898540
1384,0,1384,,"66KampongBugisKallangRivergreenBuilding|5thFloor,Singapore338987,Singapore",,2020-01-26 03:57:55.877892
1385,0,1385,,"289BeachRoad,Suite01-01,Singapore199552,Singapore",,2020-01-26 03:58:04.051882
1386,0,1386,,"803KingGeorge'sAvenue|#01-208,Singapore200803,Singapore",,2020-01-26 03:58:14.636721
1387,0,1387,,"123BukitMerahLane1|#01-98,Singapore150123,Singapore",,2020-01-26 03:58:23.158205
1388,0,1388,,"230OrchardRoadFaberHouse|#04-234/6,Singapore238854,Singapore",,2020-01-26 03:58:31.257995
1389,0,1389,,"20MerbauRoad,Singapore",,2020-01-26 03:58:40.122694
1390,0,1390,,"501OrchardRoadWheelockPlace|WheelockPlace,Singapore238880,Singapore",,2020-01-26 03:58:48.097479
1391,0,1391,,"21OceanWayWSingaporeSentosaCoveHotel,SentosaIsland098374,Singapore",,2020-01-26 03:58:56.780105
1392,0,1392,,"Block133JurongGatewayRoad01-301,Jurong600133,Singapore",,2020-01-26 03:59:05.094991
1393,0,1393,,"1SarkiesRoad,Singapore",,2020-01-26 03:59:16.469357
1394,0,1394,,"151PasirRisRoad,Singapore51Singapore",,2020-01-26 03:59:27.072562
1395,0,1395,,"30LowerKentRidgeRoad,Singapore",,2020-01-26 03:59:36.598021
1396,0,1396,,"1TampinesStreet92,Singapore",,2020-01-26 03:59:45.594935
1397,0,1397,,"1390EastCoastParkway,Singapore",,2020-01-26 03:59:56.774907
1398,0,1398,,Singapore,,2020-01-26 04:00:05.637656
1399,0,1399,,"250RaceCourseRoadSingapore218703RaceCourseRoad,Singapore218703",,2020-01-26 04:00:15.306375
1400,0,1400,,"Block102YishunAvenue5#01-129|ChongPangTown,Singapore760102,Singapore",,2020-01-26 04:00:25.083260
1401,0,1401,,"503JurongWestAvenue1HongKahCourt|#03-845,Singapore640503,Singapore",,2020-01-26 04:00:35.315152
1402,0,1402,,"6001BeachRoadGoldenMileTower|District07,OppositeofKampongGlamCommunityClubandbesideGoldenMileComplex,Singapore199589,Singapore",,2020-01-26 04:00:43.751690
1403,0,1403,,"17SimonRoad,Singapore545902,Singapore",,2020-01-26 04:00:51.798055
1404,0,1404,,"2HajiLane|#02-01,Singapore189195,Singapore",,2020-01-26 04:01:00.973833
1405,0,1405,,"50UbiAvenue3#03-18Frontier,Singapore408866,Singapore",,2020-01-26 04:01:11.306404
1406,0,1406,,"50EastCoastRoadRoxySquare|#03-00RoxySquareShoppingCentre,Singapore428769,Singapore",,2020-01-26 04:01:20.803156
1407,0,1407,,"122BedokNorthStreet2|#01-132,Singapore460122,Singapore",,2020-01-26 04:01:31.135271
1408,0,1408,,"68BRaceCourseRoad|3rdFloor,Singapore218571,Singapore",,2020-01-26 04:01:40.093696
1409,0,1409,,"31MarsilingRise,Singapore739127,Singapore",,2020-01-26 04:01:50.588972
1410,0,1410,,"11CavenaghRoadHolidayInnSingaporeOrchardCityCentreFloor01Unit0908|HolidayInnOrchardCityCentre,Singapore229616,Singapore",,2020-01-26 04:02:00.066483
1411,0,1411,,"17EngHoonStreetEngHoonMansions|#01-04EngHoonMansions,Singapore169767,Singapore",,2020-01-26 04:02:10.528491
1412,0,1412,,"1LarkhillRoad,Singapore099394",,2020-01-26 04:02:20.474548
1413,0,1413,,Singapore,,2020-01-26 04:02:30.471516
1414,0,1414,,"Pamukkale,Turkey",,2020-01-26 04:02:39.317702
1415,0,1415,,"Singapore,Singapore",,2020-01-26 04:02:48.597608
1416,0,1416,,"470NorthBridgeRoadBugisCube|#05-20BugisCube,Singapore188735,Singapore",,2020-01-26 04:02:58.876485
1417,0,1417,,"AngMoKioAve10Block452|#01-1793,Singapore560452,Singapore",,2020-01-26 04:03:09.428899
1418,0,1418,,"87VictoriaStreetVictoriaHotel,Singapore188016,Singapore",,2020-01-26 04:03:19.144534
1419,0,1419,,"CircularRd,#03-008b,Singapore049364",,2020-01-26 04:03:29.378442
1420,0,1420,,"SuntecCityMalltoMarinaBay,Singapore03Singapore",,2020-01-26 04:03:39.656143
1421,0,1421,,"101Bedok,Singapore46Singapore",,2020-01-26 04:03:48.861212
1422,0,1422,,"31JurongWestStreet63,Singapore",,2020-01-26 04:03:57.845598
1423,0,1423,,"5ChangiSouthLane,#03-02,C&PBuilding,Singapore,Singapore",,2020-01-26 04:04:09.777959
1424,0,1424,,"#01-05StJamesPowerStation,3SentosaGateway,Singapore098544",,2020-01-26 04:04:20.852039
1425,0,1425,,"ThomsonFlyover,Singapore",,2020-01-26 04:04:35.233450
1426,0,1426,,"2HavelockRoad,#02-04/05/06/07HavelockII,Singapore079027",,2020-01-26 04:04:45.300121
1427,0,1427,,"Blk204BedokNorthStreet1#01-409|Besideocbcbank,Singapore460204,Singapore",,2020-01-26 04:04:56.249346
1428,0,1428,,"1YuanChingRoadSuperbowlJurong|#02-03JurongSuperbowl,Jurong618640,Singapore",,2020-01-26 04:05:06.945127
1429,0,1429,,"454AGeylangRoad,Singapore389413,Singapore",,2020-01-26 04:05:17.628822
1430,0,1430,,"22OrangeGroveRoad,Singapore258350",,2020-01-26 04:05:28.758422
1431,0,1431,,"154WestCoastRoadWestCoastPlaza|WestCoastPlaza,#02-16,Singapore127371,Singapore",,2020-01-26 04:05:37.538097
1432,0,1432,,"9RafflesBoulevard,Singapore",,2020-01-26 04:05:48.495153
1433,0,1433,,"Block248,LorongChuan,ChuanPark,Singapore",,2020-01-26 04:05:58.366876
1434,0,1434,,"JalanKupang,468629Singapore",,2020-01-26 04:06:07.047572
1435,0,1435,,Singapore,,2020-01-26 04:06:16.400205
1436,0,1436,,"1ColemanStreetTheAdelphi|#03-28,Singapore179803,Singapore",,2020-01-26 04:06:26.289339
1437,0,1437,,"SophiaRd,Singapore",,2020-01-26 04:06:35.982499
1438,0,1438,,"71-77StamfordRd,Singapore178895StamfordRd,Singapore178895",,2020-01-26 04:06:46.750977
1439,0,1439,,"1RafflesPlace|#04-63,Tower2,Singapore048616,Singapore",,2020-01-26 04:06:57.684658
1440,0,1440,,"6RafflesBoulevardMarinaSquare|#01-211,MarinaSquare,Singapore039594,Singapore",,2020-01-26 04:07:06.411818
1441,0,1441,,"T81,SeletarWestFarmway,Seletar,North,Singapore798061,Singapore",,2020-01-26 04:07:15.780288
1442,0,1442,,"25CLorongLiputHollandVillage|HollandVillage,Singapore277735,Singapore",,2020-01-26 04:07:24.985195
1443,0,1443,,"148ArabStreet,Singapore199831,Singapore",,2020-01-26 04:07:34.344970
1444,0,1444,,"80MarineParadeRoadParkwayParade|#05-15/16,Singapore449269,Singapore",,2020-01-26 04:07:43.069258
1445,0,1445,,"21AmberRoadChineseSwimmingClub,Singapore439870,Singapore",,2020-01-26 04:07:53.437689
1446,0,1446,,"7TanjongPagarPlaza|#02-111,Singapore81007,Singapore",,2020-01-26 04:08:02.335070
1447,0,1447,,"279TanjongKatongRoad,Singapore437062,Singapore",,2020-01-26 04:08:12.816725
1448,0,1448,,"442ClementiAve3|#01-85,Singapore120442,Singapore",,2020-01-26 04:08:22.243961
1449,0,1449,,"5RafflesAvenueMandarinoriental|5RafflesAvenueLevel5,Singapore039797,Singapore",,2020-01-26 04:08:31.904960
1450,0,1450,,"50MosqueStreetPorcelainHotel,Singapore059528,Singapore",,2020-01-26 04:08:42.522048
1451,0,1451,,"535ClementiRoad#01NgeeAnnPolytechnic03|NgeeAnnPolytechnic,Singapore599489,Singapore",,2020-01-26 04:08:50.957504
1452,0,1452,,"160OrchardRoadOgOrchardPoint|No.B1-12/13,Singapore238842,Singapore",,2020-01-26 04:08:58.687927
1453,0,1453,,"75ALoewenRoad,Singapore248851,Singapore",,2020-01-26 04:09:09.398028
1454,0,1454,,"290OrchardRoadTheParagon|#05-30a,Singapore238859,Singapore",,2020-01-26 04:09:19.869888
1455,0,1455,,"6NassimRoad,Singapore258373,Singapore",,2020-01-26 04:09:28.312413
1456,0,1456,,"341BedokRoad|SimpangBedok,Singapore469522,Singapore",,2020-01-26 04:09:36.493784
1457,0,1457,,"460AlexandraRoadPsaBuilding|#02-14Arc,Singapore119963,Singapore",,2020-01-26 04:09:45.572141
1458,0,1458,,"1EsplanadeDrive,Singapore038981Singapore",,2020-01-26 04:09:55.224220
1459,0,1459,,"2StadiumWalk,Singapore,Singapore",,2020-01-26 04:10:06.615246
1460,0,1460,,Singapore,,2020-01-26 04:10:17.348866
1461,0,1461,,"VariousVenues,SingaporeSingapore",,2020-01-26 04:10:25.168256
1462,0,1462,,"2BukitManisRoad,Sentosa,Singapore099891",,2020-01-26 04:10:32.964964
1463,0,1463,,"21OceanWayWSingaporeSentosaCoveHotel|WSingapore-SentosaCove,Singapore098374,Singapore",,2020-01-26 04:10:42.411129
1464,0,1464,,"NassimRd,Singapore",,2020-01-26 04:10:51.388028
1465,0,1465,,"BukitCherminRoad,Singapore,Singapore",,2020-01-26 04:11:01.420549
1466,0,1466,,"36KeongSaikRoad,Singapore,Singapore",,2020-01-26 04:11:13.517432
1467,0,1467,,"LorAhSoo,Singapore,Singapore",,2020-01-26 04:11:22.658271
1468,0,1468,,"Nagoya,AichiPrefecture,Japan",,2020-01-26 04:11:32.141751
1469,0,1469,,"26AChaiCheeRoad|#01-401,Singapore461026,Singapore",,2020-01-26 04:11:41.575100
1470,0,1470,,"80MarineParadeCentralMarineParadePromenade|#01/02-780,Singapore440080,Singapore",,2020-01-26 04:11:51.964263
1471,0,1471,,"8KakiBukitRoad2#03-05RubyWarehouseComplex,Singapore417841,Singapore",,2020-01-26 04:12:01.707939
1472,0,1472,,"3TebingLn,Singapore828849,Singapore",,2020-01-26 04:12:12.610411
1473,0,1473,,"15PlayfairRoadFga@Playfair,Singapore367987,Singapore",,2020-01-26 04:12:22.894121
1474,0,1474,,"10AnsonRoadInternationalPlazaFloor03Unit3435|InternationalPlaza,Singapore079903,Singapore",,2020-01-26 04:12:32.966231
1475,0,1475,,"201ETampinesStreet23#01-112,Singapore527201,Singapore",,2020-01-26 04:12:43.623502
1476,0,1476,,"83UpperEastCoastRoadGoodwillCourt,Singapore455221,Singapore",,2020-01-26 04:12:52.703652
1477,0,1477,,"5SengkangSquare#02-02SengkangMrtStation|SengkangMrtStation,Singapore545062,Singapore",,2020-01-26 04:13:02.516835
1478,0,1478,,"756UpperSerangoonRoadUpperSerangoonShoppingCentre|UpperSerangoonShoppingCentre,Unit03-19,Singapore534626,Singapore",,2020-01-26 04:13:13.084165
1479,0,1479,,"199UpperThomasRoad,Singapore574342,Singapore",,2020-01-26 04:13:24.325829
1480,0,1480,,"155ARochorRoad|BugisVillage,Singapore188430,Singapore",,2020-01-26 04:13:33.343998
